barcode	manifest	individual	diagnosis	sex	total_counts	total_features_by_counts	pc_mito	pc_ribo	is_singlet	clusters	partitions	Allan2019_ML1	Allan2019_ML2	Zeisel2018_ML4	Zeisel2018_ML5	allan_celltype	allan_layer	allan_cluster_gene_1	allan_cluster_gene_2	cluster_celltype
rumin_2_Teinh_168	rumin	2	Cases	F	4438	2134	0	0.0195524657831849	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_169	rumin	2	Cases	F	3133	1771	0	0.0518087063151441	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_170	rumin	2	Cases	F	1199	840	0	0.0135782747603834	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_171	rumin	2	Cases	F	3829	1927	0	0.0448362720403023	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_172	rumin	2	Cases	F	1786	1114	0	0.0227149810708491	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_173	rumin	2	Cases	F	2334	1237	0	0.0102796052631579	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_174	rumin	2	Cases	F	737	574	0	0.0289473684210526	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_175	rumin	2	Cases	F	329	296	0	0.0144092219020173	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_176	rumin	2	Cases	F	1265	941	0	0.0173453996983409	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_177	rumin	2	Cases	F	3352	1809	0	0.0322857142857143	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_178	rumin	2	Cases	F	4872	2525	0	0.0278210116731517	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_179	rumin	2	Cases	F	2728	1536	0	0.0248051027639972	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_180	rumin	2	Cases	F	2448	1366	0	0.00897035881435257	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_181	rumin	2	Cases	F	6201	2455	0	0.0375822110867523	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_182	rumin	2	Cases	F	1062	773	0	0.0217983651226158	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_183	rumin	2	Cases	F	1224	803	0	0.0362204724409449	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_184	rumin	2	Cases	F	3401	1863	0	0.0316473580107375	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_185	rumin	2	Cases	F	3234	1685	0	0.0362987206188634	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_186	rumin	2	Cases	F	5313	2441	0	0.052431748327608	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_187	rumin	2	Cases	F	3299	1605	0	0.0231400117164616	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_188	rumin	2	Cases	F	1119	848	0	0.0228813559322034	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_189	rumin	2	Cases	F	3392	1845	0	0.0278172012489356	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_190	rumin	2	Cases	F	2112	1129	0	0.00735294117647059	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_191	rumin	2	Cases	F	1114	846	0	0.0127768313458262	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_192	rumin	2	Cases	F	2123	1385	0	0.0339520144861928	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_193	rumin	2	Cases	F	2408	1462	0	0.0168606985146528	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_194	rumin	2	Cases	F	2037	1303	0	0.0284765068818225	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_195	rumin	2	Cases	F	3130	1808	0	0.0345785736338376	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_196	rumin	2	Cases	F	1187	773	0	0.0065359477124183	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_197	rumin	2	Cases	F	2023	1224	0	0.037125178486435	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_198	rumin	2	Cases	F	1032	645	0	0.00554016620498615	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_199	rumin	2	Cases	F	3125	1718	0	0.0288166768853464	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_200	rumin	2	Cases	F	5719	2293	0	0.0196078431372549	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_201	rumin	2	Cases	F	1779	1181	0	0.0473083197389886	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_202	rumin	2	Cases	F	1735	1142	0	0.0223964165733483	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_203	rumin	2	Cases	F	2520	1464	0	0.0226574500768049	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_204	rumin	2	Cases	F	1154	840	0	0.0139573070607553	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_205	rumin	2	Cases	F	1451	967	0	0.0139813581890812	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_206	rumin	2	Cases	F	2939	1747	0	0.0282337491792515	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_207	rumin	2	Cases	F	5725	2361	0	0.021345078773505	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_208	rumin	2	Cases	F	1204	737	0	0.0112721417069243	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_209	rumin	2	Cases	F	1471	982	0	0.00778210116731518	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_210	rumin	2	Cases	F	3233	1795	0	0.0362987206188634	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_211	rumin	2	Cases	F	1450	822	0	0.0234113712374582	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_212	rumin	2	Cases	F	1871	1175	0	0.0132720775906075	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_213	rumin	2	Cases	F	4434	2013	0	0.0418574231523872	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_214	rumin	2	Cases	F	1739	1045	0	0.0120879120879121	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_215	rumin	2	Cases	F	810	585	0	0.0497630331753555	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_216	rumin	2	Cases	F	639	474	0	0.10105580693816	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_217	rumin	2	Cases	F	3731	1888	0	0.0541170378042465	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_218	rumin	2	Cases	F	3515	1825	0	0.0348805273276572	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_219	rumin	2	Cases	F	1266	902	0	0.022239263803681	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_220	rumin	2	Cases	F	4443	2246	0	0.0384114583333333	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_221	rumin	2	Cases	F	2591	1489	0	0.0687988099665303	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_222	rumin	2	Cases	F	1229	871	0	0.0108864696734059	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_223	rumin	2	Cases	F	5503	2425	0	0.0229181245626312	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_224	rumin	2	Cases	F	3732	1908	0	0.0483663493696938	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_225	rumin	2	Cases	F	1847	1202	0	0.0471204188481675	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_226	rumin	2	Cases	F	2159	1411	0	0.0181335692171605	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_227	rumin	2	Cases	F	2668	1648	0	0.0198269646719539	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_228	rumin	2	Cases	F	982	755	0	0.0201729106628242	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_229	rumin	2	Cases	F	1868	1147	0	0.0283213182286303	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_230	rumin	2	Cases	F	973	662	0	0.0127826941986234	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_231	rumin	2	Cases	F	1123	834	0	0.023728813559322	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_232	rumin	2	Cases	F	1169	864	0	0.013039934800326	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_233	rumin	2	Cases	F	758	605	0	0.00618046971569839	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_234	rumin	2	Cases	F	3375	1932	0	0.0336538461538462	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_235	rumin	2	Cases	F	2842	1694	0	0.0471666101119783	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_236	rumin	2	Cases	F	2859	1590	0	0.0442567567567568	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_237	rumin	2	Cases	F	3557	1988	0	0.0332432432432432	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_238	rumin	2	Cases	F	2507	1579	0	0.0344695518958254	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_239	rumin	2	Cases	F	3941	1973	0	0.0453542534935033	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_240	rumin	2	Cases	F	4358	2214	0	0.030242825607064	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_241	rumin	2	Cases	F	3621	2041	0	0.0300212539851222	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_242	rumin	2	Cases	F	4192	1941	0	0.0365994903868427	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_243	rumin	2	Cases	F	3270	1867	0	0.0258140217072455	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_244	rumin	2	Cases	F	1942	1282	0	0.0142998027613412	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_245	rumin	2	Cases	F	1664	1183	0	0.0309988518943743	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_246	rumin	2	Cases	F	1394	948	0	0.012987012987013	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_247	rumin	2	Cases	F	2191	1404	0	0.0200698080279232	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_248	rumin	2	Cases	F	3614	1958	0	0.0434434968017058	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_249	rumin	2	Cases	F	4258	2062	0	0.0568977195755249	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_250	rumin	2	Cases	F	3404	1862	0	0.0518748237947561	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_251	rumin	2	Cases	F	2675	1518	0	0.0368231046931408	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_252	rumin	2	Cases	F	4585	1978	0	0.0536729109661124	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_253	rumin	2	Cases	F	2365	1475	0	0.0484922575387123	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_254	rumin	2	Cases	F	2250	1357	0	0.0462923274753536	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_255	rumin	2	Cases	F	3561	1834	0	0.0573681348558999	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_256	rumin	2	Cases	F	3475	1803	0	0.0461836283185841	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_257	rumin	2	Cases	F	2712	1487	0	0.056980056980057	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_258	rumin	2	Cases	F	1030	756	0	0.0128087831655993	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_259	rumin	2	Cases	F	2820	1711	0	0.0367097212780421	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_260	rumin	2	Cases	F	3289	1965	0	0.0329384570933256	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_261	rumin	2	Cases	F	1356	1002	0	0.0140944326990839	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_262	rumin	2	Cases	F	3392	1864	0	0.0242663656884876	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_263	rumin	2	Cases	F	2982	1692	0	0.0258899676375405	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_264	rumin	2	Cases	F	2736	1517	0	0.05078125	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_265	rumin	2	Cases	F	383	334	0	0.0148514851485149	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_266	rumin	2	Cases	F	3338	1729	0	0.046342174293209	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_267	rumin	2	Cases	F	6565	2675	0	0.0177784307963562	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_268	rumin	2	Cases	F	3889	2048	0	0.0342686863670226	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_269	rumin	2	Cases	F	2574	1591	0	0.0320059545962039	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_270	rumin	2	Cases	F	2447	1354	0	0.0166204986149584	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_271	rumin	2	Cases	F	3249	1911	0	0.0261764705882353	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_272	rumin	2	Cases	F	3183	1594	0	0.0306060606060606	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_273	rumin	2	Cases	F	2099	1412	0	0.0455373406193078	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_274	rumin	2	Cases	F	5357	2445	0	0.0364884393063584	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_275	rumin	2	Cases	F	5043	2334	0	0.00952743902439024	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_276	rumin	2	Cases	F	2392	1412	0	0.0421052631578947	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_277	rumin	2	Cases	F	2542	1536	0	0.0121304018195603	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_278	rumin	2	Cases	F	2680	1631	0	0.0323843416370107	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_279	rumin	2	Cases	F	2708	1685	0	0.0250536864710093	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_280	rumin	2	Cases	F	4440	2146	0	0.0151613601906	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_281	rumin	2	Cases	F	445	349	0	0.019271948608137	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_282	rumin	2	Cases	F	3676	1938	0	0.0254459601259182	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_283	rumin	2	Cases	F	3727	1926	0	0.0545171339563863	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_284	rumin	2	Cases	F	2790	1605	0	0.0251984811874353	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_285	rumin	2	Cases	F	3846	1996	0	0.0513784461152882	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_286	rumin	2	Cases	F	2826	1557	0	0.0586230402181322	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_287	rumin	2	Cases	F	1754	1193	0	0.0283533260632497	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_288	rumin	2	Cases	F	5183	2206	0	0.0528188799400637	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_289	rumin	2	Cases	F	3421	1871	0	0.0431472081218274	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
rumin_2_Teinh_290	rumin	2	Cases	F	2893	1615	0	0.016594756057086	TRUE	3	1	GABAergic	Inh L1 SST NMBR	Telencephalon inhibitory interneurons	TEINH15	Inh	L1	SST	NMBR	IN-SST
